,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
RP11-533E19.5,2.829658550653149,0.1955582094541792,0.3624165696188034,0.5395951119449947,0.5894762883307134,0.7196830686255169,False
RP11-634H22.1,4.201490796616127,0.1940615383472078,0.359641518254527,0.5395971502096311,0.5894748823635585,0.7196830686255169,False
CTD-2026K11.5,3.808437455489903,-0.19839244450244567,0.36763253766262793,-0.5396487638548144,0.5894392804902155,0.7196830686255169,False
XLOC_012016,3.164422960368717,-0.2470740038130388,0.45805846031744485,-0.5393940407558697,0.589614992095081,0.7198226517797409,False
SUPT20H,660.6744237219938,-0.026168481372200975,0.048525961220192954,-0.5392676562027908,0.589702182913535,0.7198361849991032,False
PGAM1P5,2.3106101652730953,-0.25719342134453205,0.47695706730005283,-0.5392380970481188,0.5897225761910612,0.7198361849991032,False
TMEM170A,362.4131324335167,0.030994284318523618,0.057478074752900586,0.539236647221896,0.5897235764549744,0.7198361849991032,False
RP11-330L19.2,3.1823553777257962,0.2186860147354367,0.4055053154214803,0.5392925972083387,0.5896849760150533,0.7198361849991032,False
RP11-498C9.4,8.180797153737156,-0.11862995331216328,0.2200322443055518,-0.5391480402637062,0.5897847096399735,0.7198810516671915,False
RP11-44M6.7,3.086905387754745,0.2099393281527981,0.3894939700324053,0.5390053359114428,0.5898831727373784,0.7199714769912491,False
AC007016.3,1.541234692242879,-0.2955038798245864,0.5484216725736388,-0.5388260431755785,0.5900068918100135,0.7200927193012903,False
RP11-527J8.1,19.070715097978887,-0.10369908177015336,0.1925035666563555,-0.538686547845994,0.590103157367355,0.7201804464572579,False
COQ5,255.43677798309875,-0.030435732361451348,0.05652292544101365,-0.538467040125401,0.590254654026046,0.7203355693498571,False
RPS16P5,4.458100900159379,0.22386804012847406,0.415811364307824,0.5383884601161241,0.5903088915915207,0.7203422249692487,False
LRRC26,3.7052911407278204,-0.31114920399631724,0.5779134047934742,-0.5384010846876115,0.5903001776935857,0.7203422249692487,False
C12orf80,3.9593810878030133,0.20997183669359534,0.3903273736039116,0.5379377694034501,0.5906200120599086,0.7206920996675159,False
RP11-467L13.7,102.49623600363546,0.07195359732004342,0.13381327927025194,0.5377164188221148,0.5907728422505297,0.7208190207132145,False
EEA1,3053.2259544677595,0.018561758532424345,0.03451740377550283,0.537750714194725,0.5907491620237033,0.7208190207132145,False
RP11-1002K11.1,105.0752087948101,0.07092884031066748,0.13192627938845913,0.5376399655887841,0.5908256331571553,0.7208536500060776,False
RP4-635E18.6,1.697894941822663,0.2926949228045992,0.544556066175386,0.5374927229445838,0.5909273102185821,0.7209479189199028,False
CTD-2033C11.1,3.805510944599836,-0.17490600964764602,0.32545020599932956,-0.5374278658407312,0.5909720992516025,0.7209673108967338,False
STARD7-AS1,64.04092712649613,-0.042758827877648405,0.07956625812539686,-0.5373990041137823,0.5909920310912953,0.7209673108967338,False
RP11-270M14.4,7.529192981357418,-0.1539033119124873,0.28651356632199615,-0.5371588992736358,0.5911578589030761,0.7211398194525029,False
DISP2,10.025666891683647,0.135778091298652,0.2528322744485095,0.5370283188521642,0.591248052926692,0.7212043148898885,False
PHF8,533.9887174165593,-0.025319418261200648,0.04714873240686176,-0.5370116431277758,0.5912595715765641,0.7212043148898885,False
